Epoch 1/100, Train Loss: 1392.6923, Train Accuracy: 70.8591, Train AUC-ROC: 0.8113, Train F1 Score: 0.6480 , Train Precision: 0.8240, Train Recall: 0.5339
Epoch 2/100, Train Loss: 1017.9244, Train Accuracy: 82.6238, Train AUC-ROC: 0.9079, Train F1 Score: 0.8142 , Train Precision: 0.8794, Train Recall: 0.7581
Epoch 3/100, Train Loss: 928.8785, Train Accuracy: 83.9009, Train AUC-ROC: 0.9225, Train F1 Score: 0.8288 , Train Precision: 0.8896, Train Recall: 0.7758
Epoch 4/100, Train Loss: 857.1908, Train Accuracy: 84.9071, Train AUC-ROC: 0.9337, Train F1 Score: 0.8403 , Train Precision: 0.8969, Train Recall: 0.7904
Epoch 5/100, Train Loss: 796.5969, Train Accuracy: 86.1455, Train AUC-ROC: 0.9424, Train F1 Score: 0.8544 , Train Precision: 0.9052, Train Recall: 0.8089
Epoch 6/100, Train Loss: 753.4650, Train Accuracy: 87.3065, Train AUC-ROC: 0.9482, Train F1 Score: 0.8681 , Train Precision: 0.9082, Train Recall: 0.8313
Epoch 7/100, Train Loss: 713.9896, Train Accuracy: 87.5000, Train AUC-ROC: 0.9539, Train F1 Score: 0.8694 , Train Precision: 0.9149, Train Recall: 0.8282
Epoch 8/100, Train Loss: 668.2976, Train Accuracy: 88.5449, Train AUC-ROC: 0.9595, Train F1 Score: 0.8811 , Train Precision: 0.9203, Train Recall: 0.8451
Epoch 9/100, Train Loss: 648.9140, Train Accuracy: 89.0093, Train AUC-ROC: 0.9618, Train F1 Score: 0.8859 , Train Precision: 0.9261, Train Recall: 0.8490
Epoch 10/100, Train Loss: 608.1111, Train Accuracy: 89.9768, Train AUC-ROC: 0.9665, Train F1 Score: 0.8965 , Train Precision: 0.9311, Train Recall: 0.8644
Epoch 11/100, Train Loss: 631.1470, Train Accuracy: 90.2864, Train AUC-ROC: 0.9639, Train F1 Score: 0.8995 , Train Precision: 0.9366, Train Recall: 0.8652
Epoch 12/100, Train Loss: 593.0488, Train Accuracy: 90.7895, Train AUC-ROC: 0.9676, Train F1 Score: 0.9056 , Train Precision: 0.9330, Train Recall: 0.8798
Epoch 13/100, Train Loss: 569.2753, Train Accuracy: 90.9830, Train AUC-ROC: 0.9703, Train F1 Score: 0.9075 , Train Precision: 0.9361, Train Recall: 0.8806
Epoch 14/100, Train Loss: 564.0445, Train Accuracy: 91.4474, Train AUC-ROC: 0.9707, Train F1 Score: 0.9121 , Train Precision: 0.9425, Train Recall: 0.8837
Epoch 15/100, Train Loss: 569.9980, Train Accuracy: 90.9443, Train AUC-ROC: 0.9701, Train F1 Score: 0.9067 , Train Precision: 0.9397, Train Recall: 0.8760
Epoch 16/100, Train Loss: 518.8804, Train Accuracy: 91.9892, Train AUC-ROC: 0.9749, Train F1 Score: 0.9181 , Train Precision: 0.9431, Train Recall: 0.8945
Epoch 17/100, Train Loss: 540.6714, Train Accuracy: 91.7183, Train AUC-ROC: 0.9731, Train F1 Score: 0.9154 , Train Precision: 0.9399, Train Recall: 0.8921
Epoch 18/100, Train Loss: 514.0400, Train Accuracy: 91.7570, Train AUC-ROC: 0.9757, Train F1 Score: 0.9157 , Train Precision: 0.9414, Train Recall: 0.8914
Epoch 19/100, Train Loss: 523.5080, Train Accuracy: 91.9892, Train AUC-ROC: 0.9747, Train F1 Score: 0.9183 , Train Precision: 0.9417, Train Recall: 0.8960
Epoch 20/100, Train Loss: 522.3346, Train Accuracy: 92.1053, Train AUC-ROC: 0.9745, Train F1 Score: 0.9193 , Train Precision: 0.9447, Train Recall: 0.8952
Epoch 21/100, Train Loss: 499.5026, Train Accuracy: 92.1053, Train AUC-ROC: 0.9767, Train F1 Score: 0.9193 , Train Precision: 0.9447, Train Recall: 0.8952
Epoch 22/100, Train Loss: 491.0631, Train Accuracy: 92.2988, Train AUC-ROC: 0.9777, Train F1 Score: 0.9215 , Train Precision: 0.9442, Train Recall: 0.8998
Epoch 23/100, Train Loss: 485.0617, Train Accuracy: 91.9118, Train AUC-ROC: 0.9781, Train F1 Score: 0.9175 , Train Precision: 0.9409, Train Recall: 0.8952
Epoch 24/100, Train Loss: 478.8388, Train Accuracy: 92.4536, Train AUC-ROC: 0.9785, Train F1 Score: 0.9231 , Train Precision: 0.9458, Train Recall: 0.9014
Epoch 25/100, Train Loss: 474.6059, Train Accuracy: 92.1440, Train AUC-ROC: 0.9790, Train F1 Score: 0.9199 , Train Precision: 0.9433, Train Recall: 0.8975
Epoch 26/100, Train Loss: 474.9344, Train Accuracy: 92.6084, Train AUC-ROC: 0.9786, Train F1 Score: 0.9248 , Train Precision: 0.9453, Train Recall: 0.9052
Epoch 27/100, Train Loss: 468.2015, Train Accuracy: 92.4149, Train AUC-ROC: 0.9796, Train F1 Score: 0.9226 , Train Precision: 0.9465, Train Recall: 0.8998
Epoch 28/100, Train Loss: 465.1054, Train Accuracy: 92.6858, Train AUC-ROC: 0.9793, Train F1 Score: 0.9255 , Train Precision: 0.9475, Train Recall: 0.9045
Epoch 29/100, Train Loss: 527.6286, Train Accuracy: 91.4861, Train AUC-ROC: 0.9743, Train F1 Score: 0.9126 , Train Precision: 0.9425, Train Recall: 0.8844
