Epoch 1/100, Train Loss: 1611.2326, Train Accuracy: 60.6811, Train AUC-ROC: 0.7155, Train F1 Score: 0.4273 , Train Precision: 0.7962, Train Recall: 0.2920
Epoch 2/100, Train Loss: 1210.4170, Train Accuracy: 76.6641, Train AUC-ROC: 0.8689, Train F1 Score: 0.7338 , Train Precision: 0.8594, Train Recall: 0.6402
Epoch 3/100, Train Loss: 968.7932, Train Accuracy: 84.0557, Train AUC-ROC: 0.9159, Train F1 Score: 0.8302 , Train Precision: 0.8927, Train Recall: 0.7758
Epoch 4/100, Train Loss: 839.8534, Train Accuracy: 86.5325, Train AUC-ROC: 0.9367, Train F1 Score: 0.8584 , Train Precision: 0.9095, Train Recall: 0.8128
Epoch 5/100, Train Loss: 753.0828, Train Accuracy: 87.6548, Train AUC-ROC: 0.9484, Train F1 Score: 0.8725 , Train Precision: 0.9069, Train Recall: 0.8405
Epoch 6/100, Train Loss: 714.5516, Train Accuracy: 88.5836, Train AUC-ROC: 0.9534, Train F1 Score: 0.8818 , Train Precision: 0.9190, Train Recall: 0.8475
Epoch 7/100, Train Loss: 653.5023, Train Accuracy: 89.4350, Train AUC-ROC: 0.9605, Train F1 Score: 0.8918 , Train Precision: 0.9184, Train Recall: 0.8667
Epoch 8/100, Train Loss: 691.2906, Train Accuracy: 89.5898, Train AUC-ROC: 0.9559, Train F1 Score: 0.8937 , Train Precision: 0.9173, Train Recall: 0.8713
Epoch 9/100, Train Loss: 650.9427, Train Accuracy: 89.8607, Train AUC-ROC: 0.9614, Train F1 Score: 0.8969 , Train Precision: 0.9171, Train Recall: 0.8775
Epoch 10/100, Train Loss: 668.0013, Train Accuracy: 89.3576, Train AUC-ROC: 0.9589, Train F1 Score: 0.8913 , Train Precision: 0.9148, Train Recall: 0.8690
Epoch 11/100, Train Loss: 649.1584, Train Accuracy: 89.5124, Train AUC-ROC: 0.9610, Train F1 Score: 0.8931 , Train Precision: 0.9151, Train Recall: 0.8721
Epoch 12/100, Train Loss: 681.5221, Train Accuracy: 89.7446, Train AUC-ROC: 0.9583, Train F1 Score: 0.8955 , Train Precision: 0.9175, Train Recall: 0.8744
Epoch 13/100, Train Loss: 661.3335, Train Accuracy: 89.8220, Train AUC-ROC: 0.9598, Train F1 Score: 0.8967 , Train Precision: 0.9150, Train Recall: 0.8790
Epoch 14/100, Train Loss: 615.8206, Train Accuracy: 90.3251, Train AUC-ROC: 0.9651, Train F1 Score: 0.9018 , Train Precision: 0.9199, Train Recall: 0.8844
Epoch 15/100, Train Loss: 583.8401, Train Accuracy: 91.2539, Train AUC-ROC: 0.9684, Train F1 Score: 0.9116 , Train Precision: 0.9261, Train Recall: 0.8975
Epoch 16/100, Train Loss: 588.1207, Train Accuracy: 91.1765, Train AUC-ROC: 0.9683, Train F1 Score: 0.9111 , Train Precision: 0.9226, Train Recall: 0.8998
Epoch 17/100, Train Loss: 570.5864, Train Accuracy: 90.9443, Train AUC-ROC: 0.9690, Train F1 Score: 0.9082 , Train Precision: 0.9249, Train Recall: 0.8921
Epoch 18/100, Train Loss: 574.6158, Train Accuracy: 90.9056, Train AUC-ROC: 0.9689, Train F1 Score: 0.9082 , Train Precision: 0.9215, Train Recall: 0.8952
Epoch 19/100, Train Loss: 588.1795, Train Accuracy: 91.0604, Train AUC-ROC: 0.9690, Train F1 Score: 0.9097 , Train Precision: 0.9231, Train Recall: 0.8968
Epoch 20/100, Train Loss: 553.9390, Train Accuracy: 91.0991, Train AUC-ROC: 0.9716, Train F1 Score: 0.9099 , Train Precision: 0.9252, Train Recall: 0.8952
Epoch 21/100, Train Loss: 537.0735, Train Accuracy: 91.7570, Train AUC-ROC: 0.9728, Train F1 Score: 0.9168 , Train Precision: 0.9295, Train Recall: 0.9045
Epoch 22/100, Train Loss: 538.5693, Train Accuracy: 92.0666, Train AUC-ROC: 0.9729, Train F1 Score: 0.9203 , Train Precision: 0.9293, Train Recall: 0.9114
Epoch 23/100, Train Loss: 577.1425, Train Accuracy: 91.1765, Train AUC-ROC: 0.9697, Train F1 Score: 0.9107 , Train Precision: 0.9260, Train Recall: 0.8960
Epoch 24/100, Train Loss: 575.7556, Train Accuracy: 91.4087, Train AUC-ROC: 0.9692, Train F1 Score: 0.9132 , Train Precision: 0.9270, Train Recall: 0.8998
Epoch 25/100, Train Loss: 545.5626, Train Accuracy: 91.6022, Train AUC-ROC: 0.9715, Train F1 Score: 0.9150 , Train Precision: 0.9307, Train Recall: 0.8998
Epoch 26/100, Train Loss: 530.1356, Train Accuracy: 91.8731, Train AUC-ROC: 0.9741, Train F1 Score: 0.9182 , Train Precision: 0.9283, Train Recall: 0.9083
Epoch 27/100, Train Loss: 528.4897, Train Accuracy: 92.1440, Train AUC-ROC: 0.9734, Train F1 Score: 0.9205 , Train Precision: 0.9356, Train Recall: 0.9060
Epoch 28/100, Train Loss: 549.8640, Train Accuracy: 92.0666, Train AUC-ROC: 0.9709, Train F1 Score: 0.9199 , Train Precision: 0.9334, Train Recall: 0.9068
Epoch 29/100, Train Loss: 561.5392, Train Accuracy: 92.2601, Train AUC-ROC: 0.9705, Train F1 Score: 0.9215 , Train Precision: 0.9392, Train Recall: 0.9045
Epoch 30/100, Train Loss: 545.5172, Train Accuracy: 91.7957, Train AUC-ROC: 0.9723, Train F1 Score: 0.9171 , Train Precision: 0.9316, Train Recall: 0.9029
Epoch 31/100, Train Loss: 532.9946, Train Accuracy: 91.9892, Train AUC-ROC: 0.9734, Train F1 Score: 0.9195 , Train Precision: 0.9278, Train Recall: 0.9114
Epoch 32/100, Train Loss: 584.8594, Train Accuracy: 91.6022, Train AUC-ROC: 0.9676, Train F1 Score: 0.9145 , Train Precision: 0.9355, Train Recall: 0.8945
Epoch 33/100, Train Loss: 592.6895, Train Accuracy: 91.0217, Train AUC-ROC: 0.9675, Train F1 Score: 0.9092 , Train Precision: 0.9244, Train Recall: 0.8945
Epoch 34/100, Train Loss: 539.7613, Train Accuracy: 91.3313, Train AUC-ROC: 0.9728, Train F1 Score: 0.9126 , Train Precision: 0.9242, Train Recall: 0.9014
Epoch 35/100, Train Loss: 588.0750, Train Accuracy: 91.1378, Train AUC-ROC: 0.9685, Train F1 Score: 0.9103 , Train Precision: 0.9259, Train Recall: 0.8952
Epoch 36/100, Train Loss: 619.5645, Train Accuracy: 91.1378, Train AUC-ROC: 0.9648, Train F1 Score: 0.9101 , Train Precision: 0.9279, Train Recall: 0.8929
Epoch 37/100, Train Loss: 649.0581, Train Accuracy: 90.7508, Train AUC-ROC: 0.9617, Train F1 Score: 0.9052 , Train Precision: 0.9330, Train Recall: 0.8790
Epoch 38/100, Train Loss: 624.3016, Train Accuracy: 91.0604, Train AUC-ROC: 0.9639, Train F1 Score: 0.9089 , Train Precision: 0.9306, Train Recall: 0.8883
Epoch 39/100, Train Loss: 619.8852, Train Accuracy: 91.0991, Train AUC-ROC: 0.9634, Train F1 Score: 0.9090 , Train Precision: 0.9341, Train Recall: 0.8852
Epoch 40/100, Train Loss: 632.1291, Train Accuracy: 91.1378, Train AUC-ROC: 0.9625, Train F1 Score: 0.9094 , Train Precision: 0.9349, Train Recall: 0.8852
Epoch 41/100, Train Loss: 659.0755, Train Accuracy: 90.8669, Train AUC-ROC: 0.9594, Train F1 Score: 0.9069 , Train Precision: 0.9296, Train Recall: 0.8852
Epoch 42/100, Train Loss: 618.0925, Train Accuracy: 91.6409, Train AUC-ROC: 0.9640, Train F1 Score: 0.9144 , Train Precision: 0.9413, Train Recall: 0.8891
Epoch 43/100, Train Loss: 634.1499, Train Accuracy: 91.0991, Train AUC-ROC: 0.9620, Train F1 Score: 0.9092 , Train Precision: 0.9320, Train Recall: 0.8875
Epoch 44/100, Train Loss: 631.6524, Train Accuracy: 91.1765, Train AUC-ROC: 0.9630, Train F1 Score: 0.9100 , Train Precision: 0.9335, Train Recall: 0.8875
Epoch 45/100, Train Loss: 598.8328, Train Accuracy: 91.3700, Train AUC-ROC: 0.9661, Train F1 Score: 0.9115 , Train Precision: 0.9402, Train Recall: 0.8844
Epoch 46/100, Train Loss: 634.5826, Train Accuracy: 91.2152, Train AUC-ROC: 0.9607, Train F1 Score: 0.9106 , Train Precision: 0.9315, Train Recall: 0.8906
Epoch 47/100, Train Loss: nan, Train Accuracy: 50.6579, Train AUC-ROC: 0.5226, Train F1 Score: 0.0363 , Train Precision: 0.9600, Train Recall: 0.0185
