Epoch 1/100, Train Loss: 830.8159, Train Accuracy: 74.8627, Train AUC-ROC: 0.6740, Train F1 Score: 0.8481 , Train Precision: 0.7937, Train Recall: 0.9105
Epoch 2/100, Train Loss: 764.6925, Train Accuracy: 78.4625, Train AUC-ROC: 0.7583, Train F1 Score: 0.8685 , Train Precision: 0.8200, Train Recall: 0.9232
Epoch 3/100, Train Loss: 726.5003, Train Accuracy: 80.7200, Train AUC-ROC: 0.7859, Train F1 Score: 0.8803 , Train Precision: 0.8439, Train Recall: 0.9200
Epoch 4/100, Train Loss: 638.7595, Train Accuracy: 83.0995, Train AUC-ROC: 0.8433, Train F1 Score: 0.8928 , Train Precision: 0.8729, Train Recall: 0.9137
Epoch 5/100, Train Loss: 601.0648, Train Accuracy: 83.0995, Train AUC-ROC: 0.8664, Train F1 Score: 0.8918 , Train Precision: 0.8804, Train Recall: 0.9034
Epoch 6/100, Train Loss: 612.0968, Train Accuracy: 82.9774, Train AUC-ROC: 0.8624, Train F1 Score: 0.8905 , Train Precision: 0.8826, Train Recall: 0.8987
Epoch 7/100, Train Loss: 545.0530, Train Accuracy: 84.4417, Train AUC-ROC: 0.8941, Train F1 Score: 0.8987 , Train Precision: 0.9019, Train Recall: 0.8955
Epoch 8/100, Train Loss: 538.0001, Train Accuracy: 85.1739, Train AUC-ROC: 0.8976, Train F1 Score: 0.9059 , Train Precision: 0.8864, Train Recall: 0.9264
Epoch 9/100, Train Loss: 552.3447, Train Accuracy: 83.5265, Train AUC-ROC: 0.8897, Train F1 Score: 0.8943 , Train Precision: 0.8846, Train Recall: 0.9042
Epoch 10/100, Train Loss: 536.6283, Train Accuracy: 84.6248, Train AUC-ROC: 0.9005, Train F1 Score: 0.9013 , Train Precision: 0.8916, Train Recall: 0.9113
Epoch 11/100, Train Loss: 549.8711, Train Accuracy: 83.7096, Train AUC-ROC: 0.8938, Train F1 Score: 0.8943 , Train Precision: 0.8940, Train Recall: 0.8947
Epoch 12/100, Train Loss: 571.0286, Train Accuracy: 83.4045, Train AUC-ROC: 0.8857, Train F1 Score: 0.8918 , Train Precision: 0.8961, Train Recall: 0.8876
Epoch 13/100, Train Loss: 602.3739, Train Accuracy: 81.5741, Train AUC-ROC: 0.8702, Train F1 Score: 0.8780 , Train Precision: 0.8961, Train Recall: 0.8606
Epoch 14/100, Train Loss: 620.3064, Train Accuracy: 80.8420, Train AUC-ROC: 0.8596, Train F1 Score: 0.8740 , Train Precision: 0.8861, Train Recall: 0.8622
Epoch 15/100, Train Loss: 609.4940, Train Accuracy: 81.7572, Train AUC-ROC: 0.8672, Train F1 Score: 0.8795 , Train Precision: 0.8957, Train Recall: 0.8638
Epoch 16/100, Train Loss: 602.3754, Train Accuracy: 81.8182, Train AUC-ROC: 0.8710, Train F1 Score: 0.8802 , Train Precision: 0.8939, Train Recall: 0.8670
Epoch 17/100, Train Loss: 602.2848, Train Accuracy: 82.5503, Train AUC-ROC: 0.8707, Train F1 Score: 0.8847 , Train Precision: 0.9014, Train Recall: 0.8686
Epoch 18/100, Train Loss: 595.6111, Train Accuracy: 82.3063, Train AUC-ROC: 0.8743, Train F1 Score: 0.8829 , Train Precision: 0.9011, Train Recall: 0.8654
Epoch 19/100, Train Loss: 599.6268, Train Accuracy: 81.5741, Train AUC-ROC: 0.8718, Train F1 Score: 0.8780 , Train Precision: 0.8961, Train Recall: 0.8606
Epoch 20/100, Train Loss: 587.5915, Train Accuracy: 82.3673, Train AUC-ROC: 0.8776, Train F1 Score: 0.8835 , Train Precision: 0.8998, Train Recall: 0.8678
Epoch 21/100, Train Loss: 590.6240, Train Accuracy: 82.3063, Train AUC-ROC: 0.8759, Train F1 Score: 0.8828 , Train Precision: 0.9017, Train Recall: 0.8646
Epoch 22/100, Train Loss: 595.2999, Train Accuracy: 82.0622, Train AUC-ROC: 0.8738, Train F1 Score: 0.8816 , Train Precision: 0.8968, Train Recall: 0.8670
Epoch 23/100, Train Loss: 598.6224, Train Accuracy: 81.6351, Train AUC-ROC: 0.8730, Train F1 Score: 0.8782 , Train Precision: 0.8982, Train Recall: 0.8591
Epoch 24/100, Train Loss: 591.4140, Train Accuracy: 81.6962, Train AUC-ROC: 0.8749, Train F1 Score: 0.8790 , Train Precision: 0.8956, Train Recall: 0.8630
Epoch 25/100, Train Loss: 579.0128, Train Accuracy: 82.7334, Train AUC-ROC: 0.8822, Train F1 Score: 0.8855 , Train Precision: 0.9056, Train Recall: 0.8662
Epoch 26/100, Train Loss: 586.2513, Train Accuracy: 82.0622, Train AUC-ROC: 0.8782, Train F1 Score: 0.8811 , Train Precision: 0.9007, Train Recall: 0.8622
Epoch 27/100, Train Loss: 584.2875, Train Accuracy: 82.3673, Train AUC-ROC: 0.8797, Train F1 Score: 0.8831 , Train Precision: 0.9025, Train Recall: 0.8646
Epoch 28/100, Train Loss: 593.6250, Train Accuracy: 81.8792, Train AUC-ROC: 0.8743, Train F1 Score: 0.8809 , Train Precision: 0.8927, Train Recall: 0.8694
Epoch 29/100, Train Loss: 582.5126, Train Accuracy: 82.0012, Train AUC-ROC: 0.8801, Train F1 Score: 0.8812 , Train Precision: 0.8967, Train Recall: 0.8662
Epoch 30/100, Train Loss: 587.4348, Train Accuracy: 82.7334, Train AUC-ROC: 0.8784, Train F1 Score: 0.8857 , Train Precision: 0.9043, Train Recall: 0.8678
Epoch 31/100, Train Loss: 580.5358, Train Accuracy: 83.4655, Train AUC-ROC: 0.8816, Train F1 Score: 0.8909 , Train Precision: 0.9059, Train Recall: 0.8765
Epoch 32/100, Train Loss: 584.4044, Train Accuracy: 82.3063, Train AUC-ROC: 0.8783, Train F1 Score: 0.8830 , Train Precision: 0.9004, Train Recall: 0.8662
Epoch 33/100, Train Loss: 588.2099, Train Accuracy: 82.6724, Train AUC-ROC: 0.8781, Train F1 Score: 0.8858 , Train Precision: 0.9002, Train Recall: 0.8717
Epoch 34/100, Train Loss: 584.9101, Train Accuracy: 82.9774, Train AUC-ROC: 0.8789, Train F1 Score: 0.8877 , Train Precision: 0.9026, Train Recall: 0.8733
Epoch 35/100, Train Loss: 589.9813, Train Accuracy: 82.7334, Train AUC-ROC: 0.8785, Train F1 Score: 0.8860 , Train Precision: 0.9016, Train Recall: 0.8709
Epoch 36/100, Train Loss: 585.4021, Train Accuracy: 83.1605, Train AUC-ROC: 0.8783, Train F1 Score: 0.8891 , Train Precision: 0.9029, Train Recall: 0.8757
Epoch 37/100, Train Loss: 583.0490, Train Accuracy: 82.6113, Train AUC-ROC: 0.8800, Train F1 Score: 0.8847 , Train Precision: 0.9048, Train Recall: 0.8654
Epoch 38/100, Train Loss: 587.8508, Train Accuracy: 82.6724, Train AUC-ROC: 0.8786, Train F1 Score: 0.8859 , Train Precision: 0.8996, Train Recall: 0.8725
Epoch 39/100, Train Loss: 591.6389, Train Accuracy: 82.2453, Train AUC-ROC: 0.8770, Train F1 Score: 0.8825 , Train Precision: 0.9003, Train Recall: 0.8654
Epoch 40/100, Train Loss: 580.4897, Train Accuracy: 82.5503, Train AUC-ROC: 0.8803, Train F1 Score: 0.8851 , Train Precision: 0.8981, Train Recall: 0.8725
