Epoch 1/100, Train Loss: 2948.8463, Train Accuracy: 80.8500, Train AUC-ROC: 0.9149, Train F1 Score: 0.7827 , Train Precision: 0.9082, Train Recall: 0.6877
Epoch 2/100, Train Loss: 2045.9258, Train Accuracy: 89.0500, Train AUC-ROC: 0.9599, Train F1 Score: 0.8852 , Train Precision: 0.9334, Train Recall: 0.8417
Epoch 3/100, Train Loss: 1881.0516, Train Accuracy: 89.5375, Train AUC-ROC: 0.9658, Train F1 Score: 0.8903 , Train Precision: 0.9389, Train Recall: 0.8465
Epoch 4/100, Train Loss: 1818.1822, Train Accuracy: 90.1500, Train AUC-ROC: 0.9679, Train F1 Score: 0.8967 , Train Precision: 0.9458, Train Recall: 0.8524
Epoch 5/100, Train Loss: 1766.9655, Train Accuracy: 90.3625, Train AUC-ROC: 0.9697, Train F1 Score: 0.8995 , Train Precision: 0.9426, Train Recall: 0.8602
Epoch 6/100, Train Loss: 1775.2051, Train Accuracy: 90.4500, Train AUC-ROC: 0.9693, Train F1 Score: 0.8999 , Train Precision: 0.9484, Train Recall: 0.8562
Epoch 7/100, Train Loss: 1765.0233, Train Accuracy: 90.7375, Train AUC-ROC: 0.9691, Train F1 Score: 0.9030 , Train Precision: 0.9512, Train Recall: 0.8594
Epoch 8/100, Train Loss: 1722.0870, Train Accuracy: 90.5250, Train AUC-ROC: 0.9711, Train F1 Score: 0.9006 , Train Precision: 0.9504, Train Recall: 0.8557
Epoch 9/100, Train Loss: 1740.3392, Train Accuracy: 90.5875, Train AUC-ROC: 0.9702, Train F1 Score: 0.9014 , Train Precision: 0.9498, Train Recall: 0.8577
