Epoch 1/100, Train Loss: 2956.8930, Train Accuracy: 81.6625, Train AUC-ROC: 0.9159, Train F1 Score: 0.7963 , Train Precision: 0.8990, Train Recall: 0.7146
Epoch 2/100, Train Loss: 2038.2409, Train Accuracy: 89.1250, Train AUC-ROC: 0.9604, Train F1 Score: 0.8855 , Train Precision: 0.9381, Train Recall: 0.8385
Epoch 3/100, Train Loss: 1867.1163, Train Accuracy: 89.7500, Train AUC-ROC: 0.9662, Train F1 Score: 0.8920 , Train Precision: 0.9456, Train Recall: 0.8442
Epoch 4/100, Train Loss: 1840.6028, Train Accuracy: 89.7875, Train AUC-ROC: 0.9672, Train F1 Score: 0.8924 , Train Precision: 0.9464, Train Recall: 0.8442
Epoch 5/100, Train Loss: 1769.2808, Train Accuracy: 90.3625, Train AUC-ROC: 0.9692, Train F1 Score: 0.8986 , Train Precision: 0.9515, Train Recall: 0.8512
Epoch 6/100, Train Loss: 1788.2086, Train Accuracy: 90.3250, Train AUC-ROC: 0.9690, Train F1 Score: 0.8979 , Train Precision: 0.9532, Train Recall: 0.8487
Epoch 7/100, Train Loss: 1729.1969, Train Accuracy: 90.6125, Train AUC-ROC: 0.9703, Train F1 Score: 0.9013 , Train Precision: 0.9535, Train Recall: 0.8544
Epoch 8/100, Train Loss: 1697.0716, Train Accuracy: 91.0500, Train AUC-ROC: 0.9717, Train F1 Score: 0.9058 , Train Precision: 0.9588, Train Recall: 0.8584
Epoch 9/100, Train Loss: 1648.9588, Train Accuracy: 91.4125, Train AUC-ROC: 0.9729, Train F1 Score: 0.9099 , Train Precision: 0.9601, Train Recall: 0.8647
Epoch 10/100, Train Loss: 1655.0931, Train Accuracy: 90.9875, Train AUC-ROC: 0.9734, Train F1 Score: 0.9056 , Train Precision: 0.9539, Train Recall: 0.8619
Epoch 11/100, Train Loss: 1657.6048, Train Accuracy: 91.1250, Train AUC-ROC: 0.9731, Train F1 Score: 0.9070 , Train Precision: 0.9553, Train Recall: 0.8634
Epoch 12/100, Train Loss: 1625.9446, Train Accuracy: 91.2375, Train AUC-ROC: 0.9743, Train F1 Score: 0.9080 , Train Precision: 0.9587, Train Recall: 0.8624
Epoch 13/100, Train Loss: 1653.1126, Train Accuracy: 91.0750, Train AUC-ROC: 0.9737, Train F1 Score: 0.9062 , Train Precision: 0.9575, Train Recall: 0.8602
Epoch 14/100, Train Loss: 1583.0238, Train Accuracy: 91.6750, Train AUC-ROC: 0.9753, Train F1 Score: 0.9130 , Train Precision: 0.9596, Train Recall: 0.8706
Epoch 15/100, Train Loss: 1634.1729, Train Accuracy: 91.5375, Train AUC-ROC: 0.9735, Train F1 Score: 0.9115 , Train Precision: 0.9585, Train Recall: 0.8689
Epoch 16/100, Train Loss: 1565.6266, Train Accuracy: 91.8125, Train AUC-ROC: 0.9757, Train F1 Score: 0.9145 , Train Precision: 0.9595, Train Recall: 0.8736
Epoch 17/100, Train Loss: 1594.0657, Train Accuracy: 91.7375, Train AUC-ROC: 0.9750, Train F1 Score: 0.9137 , Train Precision: 0.9599, Train Recall: 0.8716
Epoch 18/100, Train Loss: 1562.8634, Train Accuracy: 91.7250, Train AUC-ROC: 0.9759, Train F1 Score: 0.9136 , Train Precision: 0.9584, Train Recall: 0.8729
Epoch 19/100, Train Loss: 1577.9458, Train Accuracy: 91.9500, Train AUC-ROC: 0.9757, Train F1 Score: 0.9160 , Train Precision: 0.9611, Train Recall: 0.8749
Epoch 20/100, Train Loss: 1570.1179, Train Accuracy: 91.5875, Train AUC-ROC: 0.9758, Train F1 Score: 0.9121 , Train Precision: 0.9585, Train Recall: 0.8699
Epoch 21/100, Train Loss: 1608.3210, Train Accuracy: 91.6375, Train AUC-ROC: 0.9749, Train F1 Score: 0.9127 , Train Precision: 0.9583, Train Recall: 0.8711
Epoch 22/100, Train Loss: 1578.6300, Train Accuracy: 91.6125, Train AUC-ROC: 0.9754, Train F1 Score: 0.9125 , Train Precision: 0.9570, Train Recall: 0.8719
Epoch 23/100, Train Loss: 1557.8844, Train Accuracy: 91.8250, Train AUC-ROC: 0.9759, Train F1 Score: 0.9146 , Train Precision: 0.9608, Train Recall: 0.8726
Epoch 24/100, Train Loss: 1526.8154, Train Accuracy: 91.7750, Train AUC-ROC: 0.9771, Train F1 Score: 0.9140 , Train Precision: 0.9605, Train Recall: 0.8719
Epoch 25/100, Train Loss: 1575.7294, Train Accuracy: 91.5750, Train AUC-ROC: 0.9755, Train F1 Score: 0.9120 , Train Precision: 0.9580, Train Recall: 0.8701
Epoch 26/100, Train Loss: 1575.3951, Train Accuracy: 91.7250, Train AUC-ROC: 0.9754, Train F1 Score: 0.9135 , Train Precision: 0.9599, Train Recall: 0.8714
Epoch 27/100, Train Loss: 1564.6833, Train Accuracy: 91.6750, Train AUC-ROC: 0.9757, Train F1 Score: 0.9129 , Train Precision: 0.9609, Train Recall: 0.8694
Epoch 28/100, Train Loss: 1533.9183, Train Accuracy: 92.1125, Train AUC-ROC: 0.9767, Train F1 Score: 0.9177 , Train Precision: 0.9623, Train Recall: 0.8771
Epoch 29/100, Train Loss: 1545.5712, Train Accuracy: 91.8500, Train AUC-ROC: 0.9763, Train F1 Score: 0.9149 , Train Precision: 0.9605, Train Recall: 0.8734
Epoch 30/100, Train Loss: 1563.6920, Train Accuracy: 91.9750, Train AUC-ROC: 0.9761, Train F1 Score: 0.9161 , Train Precision: 0.9624, Train Recall: 0.8741
Epoch 31/100, Train Loss: 1506.6087, Train Accuracy: 91.8875, Train AUC-ROC: 0.9774, Train F1 Score: 0.9156 , Train Precision: 0.9576, Train Recall: 0.8771
Epoch 32/100, Train Loss: 1533.8617, Train Accuracy: 92.1375, Train AUC-ROC: 0.9762, Train F1 Score: 0.9180 , Train Precision: 0.9625, Train Recall: 0.8774
Epoch 33/100, Train Loss: 1533.3356, Train Accuracy: 91.8625, Train AUC-ROC: 0.9767, Train F1 Score: 0.9152 , Train Precision: 0.9580, Train Recall: 0.8761
