Epoch 1/100, Train Loss: 855.0332, Train Accuracy: 55.0413, Train AUC-ROC: 0.5646, Train F1 Score: 0.2708, Train Precision: 0.5838, Train Recall: 0.1763
Epoch 2/100, Train Loss: 846.9397, Train Accuracy: 52.6446, Train AUC-ROC: 0.5264, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 3/100, Train Loss: 843.6192, Train Accuracy: 52.6446, Train AUC-ROC: 0.5314, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 4/100, Train Loss: 843.0938, Train Accuracy: 52.6446, Train AUC-ROC: 0.5255, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 5/100, Train Loss: 843.4492, Train Accuracy: 52.6446, Train AUC-ROC: 0.5363, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 6/100, Train Loss: 849.4967, Train Accuracy: 52.0661, Train AUC-ROC: 0.5204, Train F1 Score: 0.0268, Train Precision: 0.3478, Train Recall: 0.0140
Epoch 7/100, Train Loss: 845.5272, Train Accuracy: 52.5620, Train AUC-ROC: 0.5670, Train F1 Score: 0.0304, Train Precision: 0.4737, Train Recall: 0.0157
Epoch 8/100, Train Loss: 840.6576, Train Accuracy: 52.6446, Train AUC-ROC: 0.5971, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 9/100, Train Loss: 838.0704, Train Accuracy: 52.6446, Train AUC-ROC: 0.6072, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 10/100, Train Loss: 837.2419, Train Accuracy: 52.6446, Train AUC-ROC: 0.6189, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 11/100, Train Loss: 836.2686, Train Accuracy: 52.7273, Train AUC-ROC: 0.6290, Train F1 Score: 0.0035, Train Precision: 1.0000, Train Recall: 0.0017
Epoch 12/100, Train Loss: 834.8079, Train Accuracy: 52.3140, Train AUC-ROC: 0.6323, Train F1 Score: 0.0237, Train Precision: 0.3889, Train Recall: 0.0122
Epoch 13/100, Train Loss: 833.7411, Train Accuracy: 52.8099, Train AUC-ROC: 0.6414, Train F1 Score: 0.0531, Train Precision: 0.5333, Train Recall: 0.0279
Epoch 14/100, Train Loss: 833.8158, Train Accuracy: 52.8926, Train AUC-ROC: 0.6410, Train F1 Score: 0.0981, Train Precision: 0.5254, Train Recall: 0.0541
Epoch 15/100, Train Loss: 833.0172, Train Accuracy: 52.8099, Train AUC-ROC: 0.6446, Train F1 Score: 0.0835, Train Precision: 0.5200, Train Recall: 0.0454
Epoch 16/100, Train Loss: 830.4436, Train Accuracy: 53.2231, Train AUC-ROC: 0.6546, Train F1 Score: 0.1101, Train Precision: 0.5556, Train Recall: 0.0611
Epoch 17/100, Train Loss: 827.3170, Train Accuracy: 57.2727, Train AUC-ROC: 0.6381, Train F1 Score: 0.3116, Train Precision: 0.6573, Train Recall: 0.2042
Epoch 18/100, Train Loss: 825.2709, Train Accuracy: 60.9917, Train AUC-ROC: 0.6315, Train F1 Score: 0.4460, Train Precision: 0.6810, Train Recall: 0.3316
Epoch 19/100, Train Loss: 825.1799, Train Accuracy: 61.1570, Train AUC-ROC: 0.6321, Train F1 Score: 0.4351, Train Precision: 0.6988, Train Recall: 0.3159
