Epoch 1/100, Train Loss: 852.2440, Train Accuracy: 56.2810, Train AUC-ROC: 0.5642, Train F1 Score: 0.2937, Train Precision: 0.6250, Train Recall: 0.1920
Epoch 2/100, Train Loss: 847.8081, Train Accuracy: 52.6446, Train AUC-ROC: 0.5362, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 3/100, Train Loss: 847.6212, Train Accuracy: 52.6446, Train AUC-ROC: 0.5180, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 4/100, Train Loss: 848.2986, Train Accuracy: 52.6446, Train AUC-ROC: 0.5403, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 5/100, Train Loss: 847.6109, Train Accuracy: 52.6446, Train AUC-ROC: 0.5304, Train F1 Score: 0.0000, Train Precision: 0.0000, Train Recall: 0.0000
Epoch 6/100, Train Loss: 849.2641, Train Accuracy: 52.5620, Train AUC-ROC: 0.5375, Train F1 Score: 0.0069, Train Precision: 0.4000, Train Recall: 0.0035
Epoch 7/100, Train Loss: 849.8102, Train Accuracy: 52.1488, Train AUC-ROC: 0.5627, Train F1 Score: 0.0103, Train Precision: 0.2500, Train Recall: 0.0052
Epoch 8/100, Train Loss: 847.6168, Train Accuracy: 52.7273, Train AUC-ROC: 0.5814, Train F1 Score: 0.0035, Train Precision: 1.0000, Train Recall: 0.0017
Epoch 9/100, Train Loss: 845.0610, Train Accuracy: 52.7273, Train AUC-ROC: 0.6093, Train F1 Score: 0.0104, Train Precision: 0.6000, Train Recall: 0.0052
Epoch 10/100, Train Loss: 844.1126, Train Accuracy: 52.8099, Train AUC-ROC: 0.6211, Train F1 Score: 0.0104, Train Precision: 0.7500, Train Recall: 0.0052
Epoch 11/100, Train Loss: 843.3830, Train Accuracy: 52.4793, Train AUC-ROC: 0.6259, Train F1 Score: 0.0103, Train Precision: 0.3750, Train Recall: 0.0052
Epoch 12/100, Train Loss: 842.5641, Train Accuracy: 52.0661, Train AUC-ROC: 0.6285, Train F1 Score: 0.0136, Train Precision: 0.2667, Train Recall: 0.0070
Epoch 13/100, Train Loss: 841.4139, Train Accuracy: 52.6446, Train AUC-ROC: 0.6334, Train F1 Score: 0.0713, Train Precision: 0.5000, Train Recall: 0.0384
Epoch 14/100, Train Loss: 839.2092, Train Accuracy: 56.5289, Train AUC-ROC: 0.6123, Train F1 Score: 0.2654, Train Precision: 0.6643, Train Recall: 0.1658
Epoch 15/100, Train Loss: 833.6570, Train Accuracy: 61.6529, Train AUC-ROC: 0.6277, Train F1 Score: 0.4567, Train Precision: 0.6940, Train Recall: 0.3403
Epoch 16/100, Train Loss: 834.3427, Train Accuracy: 61.8182, Train AUC-ROC: 0.6410, Train F1 Score: 0.4809, Train Precision: 0.6751, Train Recall: 0.3735
Epoch 17/100, Train Loss: 832.2471, Train Accuracy: 62.4793, Train AUC-ROC: 0.6469, Train F1 Score: 0.4899, Train Precision: 0.6877, Train Recall: 0.3805
Epoch 18/100, Train Loss: 830.9579, Train Accuracy: 62.3967, Train AUC-ROC: 0.6471, Train F1 Score: 0.4628, Train Precision: 0.7153, Train Recall: 0.3421
Epoch 19/100, Train Loss: 830.3774, Train Accuracy: 63.6364, Train AUC-ROC: 0.6567, Train F1 Score: 0.5133, Train Precision: 0.7009, Train Recall: 0.4049
Epoch 20/100, Train Loss: 828.7760, Train Accuracy: 63.9669, Train AUC-ROC: 0.6547, Train F1 Score: 0.5209, Train Precision: 0.7033, Train Recall: 0.4136
Epoch 21/100, Train Loss: 828.2669, Train Accuracy: 64.3802, Train AUC-ROC: 0.6592, Train F1 Score: 0.5259, Train Precision: 0.7113, Train Recall: 0.4171
Epoch 22/100, Train Loss: 828.2832, Train Accuracy: 64.1322, Train AUC-ROC: 0.6641, Train F1 Score: 0.5252, Train Precision: 0.7038, Train Recall: 0.4188
Epoch 23/100, Train Loss: 829.7080, Train Accuracy: 64.3802, Train AUC-ROC: 0.6527, Train F1 Score: 0.5420, Train Precision: 0.6929, Train Recall: 0.4450
Epoch 24/100, Train Loss: 830.3040, Train Accuracy: 63.6364, Train AUC-ROC: 0.6396, Train F1 Score: 0.5100, Train Precision: 0.7046, Train Recall: 0.3997
Epoch 25/100, Train Loss: 829.2705, Train Accuracy: 63.4711, Train AUC-ROC: 0.6430, Train F1 Score: 0.5089, Train Precision: 0.7003, Train Recall: 0.3997
Epoch 26/100, Train Loss: 826.6111, Train Accuracy: 64.8760, Train AUC-ROC: 0.6590, Train F1 Score: 0.5355, Train Precision: 0.7164, Train Recall: 0.4276
Epoch 27/100, Train Loss: 826.9311, Train Accuracy: 64.8760, Train AUC-ROC: 0.6512, Train F1 Score: 0.5365, Train Precision: 0.7151, Train Recall: 0.4293
Epoch 28/100, Train Loss: 827.2275, Train Accuracy: 64.4628, Train AUC-ROC: 0.6562, Train F1 Score: 0.5243, Train Precision: 0.7160, Train Recall: 0.4136
Epoch 29/100, Train Loss: 825.8150, Train Accuracy: 65.0413, Train AUC-ROC: 0.6627, Train F1 Score: 0.5407, Train Precision: 0.7155, Train Recall: 0.4346
Epoch 30/100, Train Loss: 826.5536, Train Accuracy: 65.0413, Train AUC-ROC: 0.6590, Train F1 Score: 0.5437, Train Precision: 0.7119, Train Recall: 0.4398
Epoch 31/100, Train Loss: 826.1869, Train Accuracy: 64.7107, Train AUC-ROC: 0.6539, Train F1 Score: 0.5250, Train Precision: 0.7239, Train Recall: 0.4119
Epoch 32/100, Train Loss: 825.9311, Train Accuracy: 64.5455, Train AUC-ROC: 0.6541, Train F1 Score: 0.5086, Train Precision: 0.7400, Train Recall: 0.3874
Epoch 33/100, Train Loss: 825.5184, Train Accuracy: 64.4628, Train AUC-ROC: 0.6486, Train F1 Score: 0.5069, Train Precision: 0.7391, Train Recall: 0.3857
Epoch 34/100, Train Loss: 828.6583, Train Accuracy: 63.4711, Train AUC-ROC: 0.6397, Train F1 Score: 0.4884, Train Precision: 0.7251, Train Recall: 0.3682
Epoch 35/100, Train Loss: 827.0691, Train Accuracy: 64.9587, Train AUC-ROC: 0.6516, Train F1 Score: 0.5470, Train Precision: 0.7052, Train Recall: 0.4468
Epoch 36/100, Train Loss: 825.6975, Train Accuracy: 65.1240, Train AUC-ROC: 0.6563, Train F1 Score: 0.5472, Train Precision: 0.7103, Train Recall: 0.4450
Epoch 37/100, Train Loss: 825.8661, Train Accuracy: 65.2066, Train AUC-ROC: 0.6540, Train F1 Score: 0.5488, Train Precision: 0.7111, Train Recall: 0.4468
Epoch 38/100, Train Loss: 825.9040, Train Accuracy: 65.5372, Train AUC-ROC: 0.6601, Train F1 Score: 0.5550, Train Precision: 0.7143, Train Recall: 0.4538
Epoch 39/100, Train Loss: 826.8983, Train Accuracy: 64.7934, Train AUC-ROC: 0.6611, Train F1 Score: 0.5419, Train Precision: 0.7059, Train Recall: 0.4398
Epoch 40/100, Train Loss: 827.1778, Train Accuracy: 65.1240, Train AUC-ROC: 0.6720, Train F1 Score: 0.5520, Train Precision: 0.7046, Train Recall: 0.4538
Epoch 41/100, Train Loss: 826.8222, Train Accuracy: 64.7934, Train AUC-ROC: 0.6649, Train F1 Score: 0.5409, Train Precision: 0.7070, Train Recall: 0.4380
