Epoch 1/100, Train Loss: 874.8545, Train Accuracy: 73.5204, Train AUC-ROC: 0.6117, Train F1 Score: 0.8388 , Train Precision: 0.7901, Train Recall: 0.8939
Epoch 2/100, Train Loss: 826.7888, Train Accuracy: 78.4625, Train AUC-ROC: 0.6435, Train F1 Score: 0.8726 , Train Precision: 0.8017, Train Recall: 0.9572
Epoch 3/100, Train Loss: 737.4567, Train Accuracy: 81.8182, Train AUC-ROC: 0.7364, Train F1 Score: 0.8885 , Train Precision: 0.8424, Train Recall: 0.9398
Epoch 4/100, Train Loss: 695.4135, Train Accuracy: 82.8554, Train AUC-ROC: 0.7909, Train F1 Score: 0.8942 , Train Precision: 0.8527, Train Recall: 0.9398
Epoch 5/100, Train Loss: 612.1140, Train Accuracy: 85.5400, Train AUC-ROC: 0.8441, Train F1 Score: 0.9116 , Train Precision: 0.8618, Train Recall: 0.9675
Epoch 6/100, Train Loss: 656.3757, Train Accuracy: 83.8926, Train AUC-ROC: 0.8212, Train F1 Score: 0.8994 , Train Precision: 0.8670, Train Recall: 0.9343
Epoch 7/100, Train Loss: 690.1181, Train Accuracy: 82.4893, Train AUC-ROC: 0.7945, Train F1 Score: 0.8933 , Train Precision: 0.8422, Train Recall: 0.9509
Epoch 8/100, Train Loss: 598.1964, Train Accuracy: 86.2111, Train AUC-ROC: 0.8394, Train F1 Score: 0.9146 , Train Precision: 0.8749, Train Recall: 0.9580
Epoch 9/100, Train Loss: 585.1266, Train Accuracy: 85.2959, Train AUC-ROC: 0.8548, Train F1 Score: 0.9084 , Train Precision: 0.8735, Train Recall: 0.9462
Epoch 10/100, Train Loss: 579.6814, Train Accuracy: 85.9060, Train AUC-ROC: 0.8636, Train F1 Score: 0.9119 , Train Precision: 0.8794, Train Recall: 0.9470
Epoch 11/100, Train Loss: 577.8321, Train Accuracy: 87.1873, Train AUC-ROC: 0.8439, Train F1 Score: 0.9205 , Train Precision: 0.8824, Train Recall: 0.9620
Epoch 12/100, Train Loss: 528.7177, Train Accuracy: 87.2483, Train AUC-ROC: 0.8943, Train F1 Score: 0.9200 , Train Precision: 0.8904, Train Recall: 0.9517
Epoch 13/100, Train Loss: 516.8687, Train Accuracy: 87.8585, Train AUC-ROC: 0.8951, Train F1 Score: 0.9246 , Train Precision: 0.8866, Train Recall: 0.9660
Epoch 14/100, Train Loss: 497.8310, Train Accuracy: 87.1263, Train AUC-ROC: 0.9057, Train F1 Score: 0.9191 , Train Precision: 0.8908, Train Recall: 0.9493
Epoch 15/100, Train Loss: 496.9744, Train Accuracy: 88.2245, Train AUC-ROC: 0.9033, Train F1 Score: 0.9268 , Train Precision: 0.8894, Train Recall: 0.9675
Epoch 16/100, Train Loss: 488.1728, Train Accuracy: 87.5534, Train AUC-ROC: 0.9083, Train F1 Score: 0.9212 , Train Precision: 0.8990, Train Recall: 0.9446
Epoch 17/100, Train Loss: 483.2276, Train Accuracy: 87.4924, Train AUC-ROC: 0.9123, Train F1 Score: 0.9213 , Train Precision: 0.8942, Train Recall: 0.9501
Epoch 18/100, Train Loss: 436.5995, Train Accuracy: 89.2007, Train AUC-ROC: 0.9316, Train F1 Score: 0.9310 , Train Precision: 0.9171, Train Recall: 0.9454
Epoch 19/100, Train Loss: 449.8141, Train Accuracy: 89.1397, Train AUC-ROC: 0.9266, Train F1 Score: 0.9307 , Train Precision: 0.9157, Train Recall: 0.9462
Epoch 20/100, Train Loss: 423.8741, Train Accuracy: 89.3228, Train AUC-ROC: 0.9342, Train F1 Score: 0.9318 , Train Precision: 0.9178, Train Recall: 0.9462
Epoch 21/100, Train Loss: 418.4107, Train Accuracy: 89.5668, Train AUC-ROC: 0.9366, Train F1 Score: 0.9334 , Train Precision: 0.9181, Train Recall: 0.9493
Epoch 22/100, Train Loss: 426.3723, Train Accuracy: 88.7126, Train AUC-ROC: 0.9363, Train F1 Score: 0.9275 , Train Precision: 0.9178, Train Recall: 0.9375
Epoch 23/100, Train Loss: 424.1713, Train Accuracy: 89.3838, Train AUC-ROC: 0.9354, Train F1 Score: 0.9322 , Train Precision: 0.9179, Train Recall: 0.9470
