Epoch 1/100, Train Loss: 1953.9711, Train Accuracy: 56.1157, Train AUC-ROC: 0.5536, Train F1 Score: 0.2815 , Train Precision: 0.6265, Train Recall: 0.1815
Epoch 2/100, Train Loss: 1936.9588, Train Accuracy: 52.3140, Train AUC-ROC: 0.5520, Train F1 Score: 0.0103 , Train Precision: 0.3000, Train Recall: 0.0052
Epoch 3/100, Train Loss: 1820.8907, Train Accuracy: 56.2810, Train AUC-ROC: 0.6407, Train F1 Score: 0.2539 , Train Precision: 0.6618, Train Recall: 0.1571
Epoch 4/100, Train Loss: 1750.0642, Train Accuracy: 61.5702, Train AUC-ROC: 0.6542, Train F1 Score: 0.4106 , Train Precision: 0.7500, Train Recall: 0.2827
Epoch 5/100, Train Loss: 1718.3923, Train Accuracy: 62.5620, Train AUC-ROC: 0.6816, Train F1 Score: 0.4288 , Train Precision: 0.7727, Train Recall: 0.2967
Epoch 6/100, Train Loss: 1675.6336, Train Accuracy: 64.6281, Train AUC-ROC: 0.7111, Train F1 Score: 0.4929 , Train Precision: 0.7675, Train Recall: 0.3630
Epoch 7/100, Train Loss: 1631.2284, Train Accuracy: 67.1901, Train AUC-ROC: 0.7441, Train F1 Score: 0.5534 , Train Precision: 0.7785, Train Recall: 0.4293
Epoch 8/100, Train Loss: 1561.3799, Train Accuracy: 71.0744, Train AUC-ROC: 0.7931, Train F1 Score: 0.6220 , Train Precision: 0.8159, Train Recall: 0.5026
Epoch 9/100, Train Loss: 1475.3583, Train Accuracy: 75.0413, Train AUC-ROC: 0.8433, Train F1 Score: 0.6834 , Train Precision: 0.8556, Train Recall: 0.5689
Epoch 10/100, Train Loss: 1413.6869, Train Accuracy: 77.9339, Train AUC-ROC: 0.8719, Train F1 Score: 0.7327 , Train Precision: 0.8592, Train Recall: 0.6387
Epoch 11/100, Train Loss: 1350.7019, Train Accuracy: 80.9917, Train AUC-ROC: 0.9011, Train F1 Score: 0.7754 , Train Precision: 0.8803, Train Recall: 0.6928
Epoch 12/100, Train Loss: 1323.2733, Train Accuracy: 82.5620, Train AUC-ROC: 0.9147, Train F1 Score: 0.8008 , Train Precision: 0.8724, Train Recall: 0.7400
Epoch 13/100, Train Loss: 1266.7823, Train Accuracy: 86.4463, Train AUC-ROC: 0.9353, Train F1 Score: 0.8479 , Train Precision: 0.9050, Train Recall: 0.7976
Epoch 14/100, Train Loss: 1245.6906, Train Accuracy: 87.4380, Train AUC-ROC: 0.9416, Train F1 Score: 0.8616 , Train Precision: 0.9010, Train Recall: 0.8255
Epoch 15/100, Train Loss: 1241.8668, Train Accuracy: 87.1901, Train AUC-ROC: 0.9438, Train F1 Score: 0.8574 , Train Precision: 0.9066, Train Recall: 0.8133
Epoch 16/100, Train Loss: 1197.0771, Train Accuracy: 89.1736, Train AUC-ROC: 0.9551, Train F1 Score: 0.8801 , Train Precision: 0.9250, Train Recall: 0.8394
Epoch 17/100, Train Loss: 1188.3447, Train Accuracy: 90.2479, Train AUC-ROC: 0.9583, Train F1 Score: 0.8929 , Train Precision: 0.9301, Train Recall: 0.8586
Epoch 18/100, Train Loss: 1155.0621, Train Accuracy: 91.1570, Train AUC-ROC: 0.9671, Train F1 Score: 0.9032 , Train Precision: 0.9380, Train Recall: 0.8709
Epoch 19/100, Train Loss: 1159.6825, Train Accuracy: 90.3306, Train AUC-ROC: 0.9674, Train F1 Score: 0.8935 , Train Precision: 0.9335, Train Recall: 0.8569
Epoch 20/100, Train Loss: 1145.0618, Train Accuracy: 91.7355, Train AUC-ROC: 0.9701, Train F1 Score: 0.9096 , Train Precision: 0.9437, Train Recall: 0.8778
Epoch 21/100, Train Loss: 1106.8148, Train Accuracy: 92.7273, Train AUC-ROC: 0.9776, Train F1 Score: 0.9216 , Train Precision: 0.9417, Train Recall: 0.9023
Epoch 22/100, Train Loss: 1108.7313, Train Accuracy: 92.7273, Train AUC-ROC: 0.9774, Train F1 Score: 0.9217 , Train Precision: 0.9401, Train Recall: 0.9040
Epoch 23/100, Train Loss: 1091.3416, Train Accuracy: 92.6446, Train AUC-ROC: 0.9806, Train F1 Score: 0.9202 , Train Precision: 0.9465, Train Recall: 0.8953
Epoch 24/100, Train Loss: 1105.4877, Train Accuracy: 92.8926, Train AUC-ROC: 0.9773, Train F1 Score: 0.9229 , Train Precision: 0.9484, Train Recall: 0.8988
Epoch 25/100, Train Loss: 1058.1134, Train Accuracy: 94.2975, Train AUC-ROC: 0.9853, Train F1 Score: 0.9384 , Train Precision: 0.9599, Train Recall: 0.9180
Epoch 26/100, Train Loss: 1063.1803, Train Accuracy: 94.0496, Train AUC-ROC: 0.9844, Train F1 Score: 0.9354 , Train Precision: 0.9630, Train Recall: 0.9092
