Epoch 1/100, Train Loss: 8153.8860, Train Accuracy: 79.1625, Train AUC-ROC: 0.8834, Train F1 Score: 0.7698 , Train Precision: 0.8631, Train Recall: 0.6947
Epoch 2/100, Train Loss: 6718.1069, Train Accuracy: 88.8000, Train AUC-ROC: 0.9569, Train F1 Score: 0.8818 , Train Precision: 0.9367, Train Recall: 0.8330
Epoch 3/100, Train Loss: 6448.5163, Train Accuracy: 90.2750, Train AUC-ROC: 0.9667, Train F1 Score: 0.8985 , Train Precision: 0.9430, Train Recall: 0.8579
Epoch 4/100, Train Loss: 6318.8618, Train Accuracy: 90.8000, Train AUC-ROC: 0.9707, Train F1 Score: 0.9040 , Train Precision: 0.9483, Train Recall: 0.8637
Epoch 5/100, Train Loss: 6262.0430, Train Accuracy: 91.2250, Train AUC-ROC: 0.9721, Train F1 Score: 0.9089 , Train Precision: 0.9485, Train Recall: 0.8724
Epoch 6/100, Train Loss: 6174.7821, Train Accuracy: 91.5500, Train AUC-ROC: 0.9741, Train F1 Score: 0.9124 , Train Precision: 0.9506, Train Recall: 0.8771
Epoch 7/100, Train Loss: 6097.0433, Train Accuracy: 92.0625, Train AUC-ROC: 0.9756, Train F1 Score: 0.9178 , Train Precision: 0.9550, Train Recall: 0.8833
Epoch 8/100, Train Loss: 6015.7167, Train Accuracy: 91.9750, Train AUC-ROC: 0.9773, Train F1 Score: 0.9169 , Train Precision: 0.9539, Train Recall: 0.8826
Epoch 9/100, Train Loss: 6020.0877, Train Accuracy: 92.1000, Train AUC-ROC: 0.9771, Train F1 Score: 0.9183 , Train Precision: 0.9538, Train Recall: 0.8853
Epoch 10/100, Train Loss: 5932.4936, Train Accuracy: 92.6500, Train AUC-ROC: 0.9793, Train F1 Score: 0.9242 , Train Precision: 0.9565, Train Recall: 0.8941
Epoch 11/100, Train Loss: 5899.8245, Train Accuracy: 92.5875, Train AUC-ROC: 0.9802, Train F1 Score: 0.9236 , Train Precision: 0.9565, Train Recall: 0.8928
Epoch 12/100, Train Loss: 5888.0851, Train Accuracy: 92.8500, Train AUC-ROC: 0.9804, Train F1 Score: 0.9262 , Train Precision: 0.9599, Train Recall: 0.8948
Epoch 13/100, Train Loss: 5812.8723, Train Accuracy: 93.2625, Train AUC-ROC: 0.9821, Train F1 Score: 0.9305 , Train Precision: 0.9634, Train Recall: 0.8998
Epoch 14/100, Train Loss: 5818.3998, Train Accuracy: 93.0875, Train AUC-ROC: 0.9819, Train F1 Score: 0.9287 , Train Precision: 0.9623, Train Recall: 0.8973
Epoch 15/100, Train Loss: 5811.0890, Train Accuracy: 93.2750, Train AUC-ROC: 0.9823, Train F1 Score: 0.9308 , Train Precision: 0.9622, Train Recall: 0.9013
Epoch 16/100, Train Loss: 5769.4098, Train Accuracy: 93.3375, Train AUC-ROC: 0.9833, Train F1 Score: 0.9316 , Train Precision: 0.9606, Train Recall: 0.9043
Epoch 17/100, Train Loss: 5769.8437, Train Accuracy: 93.4125, Train AUC-ROC: 0.9827, Train F1 Score: 0.9321 , Train Precision: 0.9643, Train Recall: 0.9020
Epoch 18/100, Train Loss: 5733.7371, Train Accuracy: 93.6375, Train AUC-ROC: 0.9839, Train F1 Score: 0.9347 , Train Precision: 0.9635, Train Recall: 0.9075
Epoch 19/100, Train Loss: 5717.1884, Train Accuracy: 93.9875, Train AUC-ROC: 0.9838, Train F1 Score: 0.9382 , Train Precision: 0.9684, Train Recall: 0.9098
Epoch 20/100, Train Loss: 5718.7143, Train Accuracy: 93.7250, Train AUC-ROC: 0.9845, Train F1 Score: 0.9356 , Train Precision: 0.9645, Train Recall: 0.9083
Epoch 21/100, Train Loss: 5679.6206, Train Accuracy: 93.8250, Train AUC-ROC: 0.9848, Train F1 Score: 0.9366 , Train Precision: 0.9656, Train Recall: 0.9093
Epoch 22/100, Train Loss: 5640.0136, Train Accuracy: 94.1625, Train AUC-ROC: 0.9855, Train F1 Score: 0.9399 , Train Precision: 0.9713, Train Recall: 0.9105
Epoch 23/100, Train Loss: 5632.8807, Train Accuracy: 94.1125, Train AUC-ROC: 0.9857, Train F1 Score: 0.9395 , Train Precision: 0.9693, Train Recall: 0.9115
Epoch 24/100, Train Loss: 5599.7377, Train Accuracy: 94.4375, Train AUC-ROC: 0.9863, Train F1 Score: 0.9429 , Train Precision: 0.9717, Train Recall: 0.9158
Epoch 25/100, Train Loss: 5596.2298, Train Accuracy: 94.1000, Train AUC-ROC: 0.9866, Train F1 Score: 0.9394 , Train Precision: 0.9680, Train Recall: 0.9125
Epoch 26/100, Train Loss: 5591.1890, Train Accuracy: 94.4750, Train AUC-ROC: 0.9866, Train F1 Score: 0.9433 , Train Precision: 0.9712, Train Recall: 0.9170
Epoch 27/100, Train Loss: 5561.1322, Train Accuracy: 94.2875, Train AUC-ROC: 0.9874, Train F1 Score: 0.9414 , Train Precision: 0.9686, Train Recall: 0.9158
Epoch 28/100, Train Loss: 5535.3255, Train Accuracy: 94.5750, Train AUC-ROC: 0.9875, Train F1 Score: 0.9445 , Train Precision: 0.9703, Train Recall: 0.9200
Epoch 29/100, Train Loss: 5529.8143, Train Accuracy: 94.7000, Train AUC-ROC: 0.9875, Train F1 Score: 0.9457 , Train Precision: 0.9724, Train Recall: 0.9205
Epoch 30/100, Train Loss: 5515.8620, Train Accuracy: 94.7250, Train AUC-ROC: 0.9879, Train F1 Score: 0.9460 , Train Precision: 0.9729, Train Recall: 0.9205
Epoch 31/100, Train Loss: 5521.5886, Train Accuracy: 94.5875, Train AUC-ROC: 0.9878, Train F1 Score: 0.9445 , Train Precision: 0.9715, Train Recall: 0.9190
Epoch 32/100, Train Loss: 5505.2466, Train Accuracy: 94.8375, Train AUC-ROC: 0.9878, Train F1 Score: 0.9472 , Train Precision: 0.9717, Train Recall: 0.9240
Epoch 33/100, Train Loss: 5448.8253, Train Accuracy: 95.0375, Train AUC-ROC: 0.9889, Train F1 Score: 0.9492 , Train Precision: 0.9748, Train Recall: 0.9250
Epoch 34/100, Train Loss: 5479.3899, Train Accuracy: 94.7250, Train AUC-ROC: 0.9885, Train F1 Score: 0.9460 , Train Precision: 0.9729, Train Recall: 0.9205
Epoch 35/100, Train Loss: 5456.9978, Train Accuracy: 94.9500, Train AUC-ROC: 0.9888, Train F1 Score: 0.9484 , Train Precision: 0.9730, Train Recall: 0.9250
Epoch 36/100, Train Loss: 5453.5769, Train Accuracy: 94.9000, Train AUC-ROC: 0.9885, Train F1 Score: 0.9478 , Train Precision: 0.9735, Train Recall: 0.9235
Epoch 37/100, Train Loss: 5453.3303, Train Accuracy: 94.8375, Train AUC-ROC: 0.9886, Train F1 Score: 0.9472 , Train Precision: 0.9729, Train Recall: 0.9227
Epoch 38/100, Train Loss: 5396.7092, Train Accuracy: 95.0500, Train AUC-ROC: 0.9896, Train F1 Score: 0.9495 , Train Precision: 0.9726, Train Recall: 0.9275
Epoch 39/100, Train Loss: 5383.2475, Train Accuracy: 95.0000, Train AUC-ROC: 0.9898, Train F1 Score: 0.9489 , Train Precision: 0.9733, Train Recall: 0.9257
Epoch 40/100, Train Loss: 5378.7215, Train Accuracy: 95.3500, Train AUC-ROC: 0.9896, Train F1 Score: 0.9525 , Train Precision: 0.9764, Train Recall: 0.9297
Epoch 41/100, Train Loss: 5362.2185, Train Accuracy: 95.0500, Train AUC-ROC: 0.9901, Train F1 Score: 0.9494 , Train Precision: 0.9735, Train Recall: 0.9265
Epoch 42/100, Train Loss: 5373.0304, Train Accuracy: 95.2000, Train AUC-ROC: 0.9898, Train F1 Score: 0.9511 , Train Precision: 0.9726, Train Recall: 0.9305
Epoch 43/100, Train Loss: 5331.1417, Train Accuracy: 95.4750, Train AUC-ROC: 0.9906, Train F1 Score: 0.9539 , Train Precision: 0.9750, Train Recall: 0.9337
Epoch 44/100, Train Loss: 5323.0211, Train Accuracy: 95.3125, Train AUC-ROC: 0.9908, Train F1 Score: 0.9522 , Train Precision: 0.9747, Train Recall: 0.9307
Epoch 45/100, Train Loss: 5309.4943, Train Accuracy: 95.4000, Train AUC-ROC: 0.9909, Train F1 Score: 0.9532 , Train Precision: 0.9740, Train Recall: 0.9332
Epoch 46/100, Train Loss: 5296.3510, Train Accuracy: 95.5125, Train AUC-ROC: 0.9910, Train F1 Score: 0.9543 , Train Precision: 0.9753, Train Recall: 0.9342
Epoch 47/100, Train Loss: 5311.2025, Train Accuracy: 95.4500, Train AUC-ROC: 0.9907, Train F1 Score: 0.9536 , Train Precision: 0.9755, Train Recall: 0.9327
Epoch 48/100, Train Loss: 5270.4826, Train Accuracy: 95.6625, Train AUC-ROC: 0.9915, Train F1 Score: 0.9559 , Train Precision: 0.9756, Train Recall: 0.9369
Epoch 49/100, Train Loss: 5279.0729, Train Accuracy: 95.4250, Train AUC-ROC: 0.9913, Train F1 Score: 0.9533 , Train Precision: 0.9760, Train Recall: 0.9317
Epoch 50/100, Train Loss: 5311.9761, Train Accuracy: 95.4250, Train AUC-ROC: 0.9905, Train F1 Score: 0.9534 , Train Precision: 0.9747, Train Recall: 0.9330
Epoch 51/100, Train Loss: 5269.3378, Train Accuracy: 95.8625, Train AUC-ROC: 0.9912, Train F1 Score: 0.9579 , Train Precision: 0.9772, Train Recall: 0.9394
Epoch 52/100, Train Loss: 5269.7862, Train Accuracy: 95.4875, Train AUC-ROC: 0.9913, Train F1 Score: 0.9540 , Train Precision: 0.9755, Train Recall: 0.9334
Epoch 53/100, Train Loss: 5243.2839, Train Accuracy: 95.7500, Train AUC-ROC: 0.9917, Train F1 Score: 0.9568 , Train Precision: 0.9761, Train Recall: 0.9382
Epoch 54/100, Train Loss: 5297.0005, Train Accuracy: 95.4750, Train AUC-ROC: 0.9907, Train F1 Score: 0.9539 , Train Precision: 0.9753, Train Recall: 0.9334
Epoch 55/100, Train Loss: 5279.8550, Train Accuracy: 95.6875, Train AUC-ROC: 0.9908, Train F1 Score: 0.9560 , Train Precision: 0.9793, Train Recall: 0.9337
Epoch 56/100, Train Loss: 5262.0354, Train Accuracy: 95.7750, Train AUC-ROC: 0.9915, Train F1 Score: 0.9571 , Train Precision: 0.9762, Train Recall: 0.9387
Epoch 57/100, Train Loss: 5219.7232, Train Accuracy: 95.7875, Train AUC-ROC: 0.9919, Train F1 Score: 0.9571 , Train Precision: 0.9776, Train Recall: 0.9374
Epoch 58/100, Train Loss: 5262.5407, Train Accuracy: 95.5750, Train AUC-ROC: 0.9913, Train F1 Score: 0.9550 , Train Precision: 0.9748, Train Recall: 0.9359
Epoch 59/100, Train Loss: 5205.5293, Train Accuracy: 95.7500, Train AUC-ROC: 0.9921, Train F1 Score: 0.9568 , Train Precision: 0.9764, Train Recall: 0.9379
Epoch 60/100, Train Loss: 5203.7510, Train Accuracy: 95.6750, Train AUC-ROC: 0.9922, Train F1 Score: 0.9560 , Train Precision: 0.9754, Train Recall: 0.9374
