Epoch 1/100, Train Loss: 17084.9326, Train Accuracy: 74.3136, Train AUC-ROC: 0.6417, Train F1 Score: 0.8489 , Train Precision: 0.7762, Train Recall: 0.9367
Epoch 2/100, Train Loss: 13938.1893, Train Accuracy: 77.3032, Train AUC-ROC: 0.7224, Train F1 Score: 0.8701 , Train Precision: 0.7783, Train Recall: 0.9865
Epoch 3/100, Train Loss: 12772.0881, Train Accuracy: 79.6827, Train AUC-ROC: 0.7904, Train F1 Score: 0.8736 , Train Precision: 0.8389, Train Recall: 0.9113
Epoch 4/100, Train Loss: 11319.1148, Train Accuracy: 79.9878, Train AUC-ROC: 0.8283, Train F1 Score: 0.8704 , Train Precision: 0.8690, Train Recall: 0.8717
Epoch 5/100, Train Loss: 11285.5583, Train Accuracy: 79.8658, Train AUC-ROC: 0.8404, Train F1 Score: 0.8677 , Train Precision: 0.8790, Train Recall: 0.8567
Epoch 6/100, Train Loss: 10858.2675, Train Accuracy: 79.8658, Train AUC-ROC: 0.8439, Train F1 Score: 0.8676 , Train Precision: 0.8796, Train Recall: 0.8559
Epoch 7/100, Train Loss: 11453.4306, Train Accuracy: 80.3539, Train AUC-ROC: 0.8515, Train F1 Score: 0.8706 , Train Precision: 0.8841, Train Recall: 0.8575
Epoch 8/100, Train Loss: 11778.4906, Train Accuracy: 81.3911, Train AUC-ROC: 0.8589, Train F1 Score: 0.8777 , Train Precision: 0.8894, Train Recall: 0.8662
Epoch 9/100, Train Loss: 11210.7086, Train Accuracy: 81.0860, Train AUC-ROC: 0.8600, Train F1 Score: 0.8747 , Train Precision: 0.8935, Train Recall: 0.8567
Epoch 10/100, Train Loss: 13622.4685, Train Accuracy: 80.7810, Train AUC-ROC: 0.8638, Train F1 Score: 0.8729 , Train Precision: 0.8898, Train Recall: 0.8567
Epoch 11/100, Train Loss: 13137.6096, Train Accuracy: 80.9640, Train AUC-ROC: 0.8642, Train F1 Score: 0.8746 , Train Precision: 0.8882, Train Recall: 0.8614
Epoch 12/100, Train Loss: 12756.1199, Train Accuracy: 81.3301, Train AUC-ROC: 0.8682, Train F1 Score: 0.8767 , Train Precision: 0.8925, Train Recall: 0.8614
Epoch 13/100, Train Loss: 11385.1645, Train Accuracy: 81.5741, Train AUC-ROC: 0.8700, Train F1 Score: 0.8780 , Train Precision: 0.8961, Train Recall: 0.8606
Epoch 14/100, Train Loss: 10403.9472, Train Accuracy: 81.0860, Train AUC-ROC: 0.8724, Train F1 Score: 0.8742 , Train Precision: 0.8968, Train Recall: 0.8527
Epoch 15/100, Train Loss: 9618.9737, Train Accuracy: 82.1232, Train AUC-ROC: 0.8709, Train F1 Score: 0.8813 , Train Precision: 0.9022, Train Recall: 0.8614
Epoch 16/100, Train Loss: 9138.6247, Train Accuracy: 81.3301, Train AUC-ROC: 0.8721, Train F1 Score: 0.8763 , Train Precision: 0.8951, Train Recall: 0.8583
Epoch 17/100, Train Loss: 9901.5232, Train Accuracy: 81.7572, Train AUC-ROC: 0.8739, Train F1 Score: 0.8790 , Train Precision: 0.8990, Train Recall: 0.8599
Epoch 18/100, Train Loss: 12092.2246, Train Accuracy: 82.2453, Train AUC-ROC: 0.8725, Train F1 Score: 0.8828 , Train Precision: 0.8984, Train Recall: 0.8678
Epoch 19/100, Train Loss: 11146.2493, Train Accuracy: 82.0012, Train AUC-ROC: 0.8722, Train F1 Score: 0.8808 , Train Precision: 0.8993, Train Recall: 0.8630
Epoch 20/100, Train Loss: 10318.1848, Train Accuracy: 82.1232, Train AUC-ROC: 0.8724, Train F1 Score: 0.8817 , Train Precision: 0.8995, Train Recall: 0.8646
Epoch 21/100, Train Loss: 10097.1460, Train Accuracy: 81.8182, Train AUC-ROC: 0.8744, Train F1 Score: 0.8795 , Train Precision: 0.8984, Train Recall: 0.8614
Epoch 22/100, Train Loss: 9703.3147, Train Accuracy: 81.4521, Train AUC-ROC: 0.8731, Train F1 Score: 0.8770 , Train Precision: 0.8966, Train Recall: 0.8583
Epoch 23/100, Train Loss: 9067.3134, Train Accuracy: 81.9402, Train AUC-ROC: 0.8743, Train F1 Score: 0.8806 , Train Precision: 0.8973, Train Recall: 0.8646
Epoch 24/100, Train Loss: 9155.3725, Train Accuracy: 82.5503, Train AUC-ROC: 0.8771, Train F1 Score: 0.8849 , Train Precision: 0.9001, Train Recall: 0.8702
Epoch 25/100, Train Loss: 10962.8752, Train Accuracy: 82.4893, Train AUC-ROC: 0.8816, Train F1 Score: 0.8839 , Train Precision: 0.9040, Train Recall: 0.8646
Epoch 26/100, Train Loss: 9815.2357, Train Accuracy: 82.4283, Train AUC-ROC: 0.8781, Train F1 Score: 0.8841 , Train Precision: 0.8993, Train Recall: 0.8694
Epoch 27/100, Train Loss: 9358.6495, Train Accuracy: 82.2453, Train AUC-ROC: 0.8760, Train F1 Score: 0.8829 , Train Precision: 0.8977, Train Recall: 0.8686
Epoch 28/100, Train Loss: 9267.7900, Train Accuracy: 81.6962, Train AUC-ROC: 0.8726, Train F1 Score: 0.8787 , Train Precision: 0.8976, Train Recall: 0.8606
Epoch 29/100, Train Loss: 9590.2014, Train Accuracy: 82.1843, Train AUC-ROC: 0.8754, Train F1 Score: 0.8824 , Train Precision: 0.8983, Train Recall: 0.8670
Epoch 30/100, Train Loss: 9512.5095, Train Accuracy: 82.0622, Train AUC-ROC: 0.8779, Train F1 Score: 0.8813 , Train Precision: 0.8994, Train Recall: 0.8638
Epoch 31/100, Train Loss: 9816.7594, Train Accuracy: 83.0384, Train AUC-ROC: 0.8755, Train F1 Score: 0.8884 , Train Precision: 0.9014, Train Recall: 0.8757
Epoch 32/100, Train Loss: 9883.2264, Train Accuracy: 82.3673, Train AUC-ROC: 0.8777, Train F1 Score: 0.8834 , Train Precision: 0.9005, Train Recall: 0.8670
Epoch 33/100, Train Loss: 9866.0589, Train Accuracy: 81.7572, Train AUC-ROC: 0.8698, Train F1 Score: 0.8796 , Train Precision: 0.8951, Train Recall: 0.8646
Epoch 34/100, Train Loss: 9230.6842, Train Accuracy: 82.1843, Train AUC-ROC: 0.8781, Train F1 Score: 0.8823 , Train Precision: 0.8989, Train Recall: 0.8662
Epoch 35/100, Train Loss: 8950.0283, Train Accuracy: 82.2453, Train AUC-ROC: 0.8790, Train F1 Score: 0.8826 , Train Precision: 0.8997, Train Recall: 0.8662
Epoch 36/100, Train Loss: 8897.0826, Train Accuracy: 82.1843, Train AUC-ROC: 0.8790, Train F1 Score: 0.8823 , Train Precision: 0.8989, Train Recall: 0.8662
Epoch 37/100, Train Loss: 9172.8360, Train Accuracy: 81.8792, Train AUC-ROC: 0.8763, Train F1 Score: 0.8801 , Train Precision: 0.8979, Train Recall: 0.8630
Epoch 38/100, Train Loss: 8932.2064, Train Accuracy: 82.6113, Train AUC-ROC: 0.8740, Train F1 Score: 0.8858 , Train Precision: 0.8969, Train Recall: 0.8749
Epoch 39/100, Train Loss: 9222.5283, Train Accuracy: 82.1232, Train AUC-ROC: 0.8763, Train F1 Score: 0.8822 , Train Precision: 0.8962, Train Recall: 0.8686
Epoch 40/100, Train Loss: 8769.3728, Train Accuracy: 82.7944, Train AUC-ROC: 0.8758, Train F1 Score: 0.8868 , Train Precision: 0.8991, Train Recall: 0.8749
Epoch 41/100, Train Loss: 9085.2620, Train Accuracy: 81.8792, Train AUC-ROC: 0.8713, Train F1 Score: 0.8807 , Train Precision: 0.8940, Train Recall: 0.8678
Epoch 42/100, Train Loss: 12032.5311, Train Accuracy: 81.9402, Train AUC-ROC: 0.8727, Train F1 Score: 0.8805 , Train Precision: 0.8979, Train Recall: 0.8638
