Epoch 1/100, Train Loss: 21159.2232, Train Accuracy: 75.1068, Train AUC-ROC: 0.6772, Train F1 Score: 0.8499 , Train Precision: 0.7938, Train Recall: 0.9145
Epoch 2/100, Train Loss: 20250.2077, Train Accuracy: 79.2556, Train AUC-ROC: 0.7784, Train F1 Score: 0.8717 , Train Precision: 0.8327, Train Recall: 0.9145
Epoch 3/100, Train Loss: 18921.2093, Train Accuracy: 79.2556, Train AUC-ROC: 0.8213, Train F1 Score: 0.8661 , Train Precision: 0.8614, Train Recall: 0.8709
Epoch 4/100, Train Loss: 18697.8571, Train Accuracy: 79.6827, Train AUC-ROC: 0.8387, Train F1 Score: 0.8670 , Train Precision: 0.8750, Train Recall: 0.8591
Epoch 5/100, Train Loss: 18648.1970, Train Accuracy: 79.8048, Train AUC-ROC: 0.8468, Train F1 Score: 0.8669 , Train Precision: 0.8807, Train Recall: 0.8535
Epoch 6/100, Train Loss: 17834.8153, Train Accuracy: 80.6589, Train AUC-ROC: 0.8555, Train F1 Score: 0.8722 , Train Precision: 0.8883, Train Recall: 0.8567
Epoch 7/100, Train Loss: 17967.5707, Train Accuracy: 80.9030, Train AUC-ROC: 0.8568, Train F1 Score: 0.8737 , Train Precision: 0.8906, Train Recall: 0.8575
Epoch 8/100, Train Loss: 16464.9348, Train Accuracy: 81.0860, Train AUC-ROC: 0.8618, Train F1 Score: 0.8752 , Train Precision: 0.8903, Train Recall: 0.8606
Epoch 9/100, Train Loss: 17126.5706, Train Accuracy: 81.1470, Train AUC-ROC: 0.8644, Train F1 Score: 0.8751 , Train Precision: 0.8942, Train Recall: 0.8567
Epoch 10/100, Train Loss: 16804.8270, Train Accuracy: 81.5131, Train AUC-ROC: 0.8670, Train F1 Score: 0.8778 , Train Precision: 0.8947, Train Recall: 0.8614
Epoch 11/100, Train Loss: 16651.6092, Train Accuracy: 81.6351, Train AUC-ROC: 0.8715, Train F1 Score: 0.8782 , Train Precision: 0.8982, Train Recall: 0.8591
Epoch 12/100, Train Loss: 16095.3097, Train Accuracy: 81.8182, Train AUC-ROC: 0.8723, Train F1 Score: 0.8793 , Train Precision: 0.9004, Train Recall: 0.8591
Epoch 13/100, Train Loss: 15912.6797, Train Accuracy: 81.5741, Train AUC-ROC: 0.8738, Train F1 Score: 0.8775 , Train Precision: 0.8994, Train Recall: 0.8567
Epoch 14/100, Train Loss: 15652.9117, Train Accuracy: 81.3301, Train AUC-ROC: 0.8682, Train F1 Score: 0.8761 , Train Precision: 0.8964, Train Recall: 0.8567
Epoch 15/100, Train Loss: 15834.7069, Train Accuracy: 81.9402, Train AUC-ROC: 0.8750, Train F1 Score: 0.8805 , Train Precision: 0.8986, Train Recall: 0.8630
Epoch 16/100, Train Loss: 16212.1749, Train Accuracy: 81.1470, Train AUC-ROC: 0.8729, Train F1 Score: 0.8751 , Train Precision: 0.8942, Train Recall: 0.8567
Epoch 17/100, Train Loss: 15948.0200, Train Accuracy: 81.5131, Train AUC-ROC: 0.8707, Train F1 Score: 0.8777 , Train Precision: 0.8954, Train Recall: 0.8606
Epoch 18/100, Train Loss: 15940.3701, Train Accuracy: 82.0012, Train AUC-ROC: 0.8720, Train F1 Score: 0.8807 , Train Precision: 0.9000, Train Recall: 0.8622
Epoch 19/100, Train Loss: 15946.9739, Train Accuracy: 81.3301, Train AUC-ROC: 0.8720, Train F1 Score: 0.8764 , Train Precision: 0.8945, Train Recall: 0.8591
Epoch 20/100, Train Loss: 15846.2442, Train Accuracy: 82.1843, Train AUC-ROC: 0.8777, Train F1 Score: 0.8816 , Train Precision: 0.9036, Train Recall: 0.8606
Epoch 21/100, Train Loss: 15695.6147, Train Accuracy: 81.8182, Train AUC-ROC: 0.8743, Train F1 Score: 0.8795 , Train Precision: 0.8984, Train Recall: 0.8614
Epoch 22/100, Train Loss: 16807.1506, Train Accuracy: 82.3063, Train AUC-ROC: 0.8777, Train F1 Score: 0.8831 , Train Precision: 0.8998, Train Recall: 0.8670
Epoch 23/100, Train Loss: 18458.0783, Train Accuracy: 82.7944, Train AUC-ROC: 0.8764, Train F1 Score: 0.8860 , Train Precision: 0.9050, Train Recall: 0.8678
